repo_name,clone_url,description,created_at,updated_at,stargazers_count,forks_count,watchers_count,open_issues_count,size,language,license,has_wiki,has_pages,topics,contributors_count,commits_count,quality_assessment
toeverything/AFFiNE,https://github.com/toeverything/AFFiNE.git,"There can be more than Notion and Miro. AFFiNE(pronounced [ə‘fain]) is a next-gen knowledge base that brings planning, sorting and creating all together. Privacy first, open-source, customizable and ready to use. ",2022-07-31T18:45:21Z,2025-10-19T08:28:17Z,56095,3848,56095,452,553041,TypeScript,"{'key': 'other', 'name': 'Other', 'spdx_id': 'NOASSERTION', 'url': None, 'node_id': 'MDc6TGljZW5zZTA='}",False,False,"['app', 'crdt', 'editor', 'electron', 'knowledge-base', 'markdown', 'miro', 'notes', 'notion', 'notion-alternative', 'rust', 'rust-lang', 'rust-language', 'table', 'tableview', 'whiteboard', 'wiki', 'workspace']",2,2,"{'overall_score': 0.534, 'component_scores': {'popularity': 0.991, 'activity': 0.401, 'code_quality': 0.5, 'community': 0.071, 'maintenance': 0.5}, 'quality_tier': 'Average'}"
lencx/ChatGPT,https://github.com/lencx/ChatGPT.git,"🔮 ChatGPT Desktop Application (Mac, Windows and Linux)",2022-12-07T09:43:02Z,2025-10-19T08:25:49Z,54187,6180,54187,882,32499,Rust,,False,True,"['ai', 'app', 'application', 'chatgpt', 'desktop-app', 'gpt', 'gpt-3', 'linux', 'macos', 'notes-app', 'openai', 'rust', 'tauri', 'webview', 'windows']",2,2,"{'overall_score': 0.566, 'component_scores': {'popularity': 1.0, 'activity': 0.401, 'code_quality': 0.5, 'community': 0.071, 'maintenance': 0.7}, 'quality_tier': 'Average'}"
pppscn/SmsForwarder,https://github.com/pppscn/SmsForwarder.git,短信转发器——监控Android手机短信、来电、APP通知，并根据指定规则转发到其他手机：钉钉群自定义机器人、钉钉企业内机器人、企业微信群机器人、飞书机器人、企业微信应用消息、邮箱、bark、webhook、Telegram机器人、Server酱、PushPlus、手机短信等。包括主动控制服务端与客户端，让你轻松远程发短信、查短信、查通话、查话簿、查电量等。（V3.0 新增）PS.这个APK主要是学习与自用，如有BUG请提ISSUE，同时欢迎大家提PR指正,2021-02-10T02:23:07Z,2025-10-19T07:41:22Z,23069,2951,23069,56,468160,Kotlin,"{'key': 'bsd-2-clause', 'name': 'BSD 2-Clause ""Simplified"" License', 'spdx_id': 'BSD-2-Clause', 'url': 'https://api.github.com/licenses/bsd-2-clause', 'node_id': 'MDc6TGljZW5zZTQ='}",True,False,"['android', 'api', 'app', 'bark', 'call', 'chatgpt', 'dingding', 'forward', 'mqtt', 'pushdear', 'pushplus', 'serverchan', 'sms', 'smtp', 'telegram', 'webhook', 'wechatapp']",2,2,"{'overall_score': 0.606, 'component_scores': {'popularity': 0.981, 'activity': 0.401, 'code_quality': 0.5, 'community': 0.071, 'maintenance': 1.0}, 'quality_tier': 'Good'}"
CodeEditApp/CodeEdit,https://github.com/CodeEditApp/CodeEdit.git,"📝 CodeEdit App for macOS – Elevate your code editing experience. Open source, free forever.",2022-03-10T21:28:14Z,2025-10-19T06:34:29Z,22290,1125,22290,188,19703,Swift,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}",True,True,"['app', 'appkit', 'apple', 'code', 'code-edit', 'code-editor', 'editor', 'ide', 'ios', 'mac', 'macos', 'open-source', 'swift', 'swiftui', 'xcode']",2,2,"{'overall_score': 0.598, 'component_scores': {'popularity': 0.947, 'activity': 0.401, 'code_quality': 0.5, 'community': 0.071, 'maintenance': 1.0}, 'quality_tier': 'Average'}"
CapSoftware/Cap,https://github.com/CapSoftware/Cap.git,"Open source Loom alternative. Beautiful, shareable screen recordings.",2023-11-17T20:31:46Z,2025-10-19T08:40:59Z,13232,900,13232,212,264581,TypeScript,"{'key': 'other', 'name': 'Other', 'spdx_id': 'NOASSERTION', 'url': None, 'node_id': 'MDc6TGljZW5zZTA='}",True,False,"['app', 'cap', 'coss', 'loom', 'mac', 'nextjs', 'nextjs15', 'open-source', 'oss', 'react', 'record', 'rust', 'screen-capture', 'screen-recorder', 'screenshot', 'solidjs', 'tauri', 'tauri-app', 'typescript', 'vite']",2,2,"{'overall_score': 0.551, 'component_scores': {'popularity': 0.94, 'activity': 0.402, 'code_quality': 0.5, 'community': 0.071, 'maintenance': 0.7}, 'quality_tier': 'Average'}"
Shabinder/SpotiFlyer,https://github.com/Shabinder/SpotiFlyer.git,"Kotlin Multiplatform Music Downloader, Supports Spotify /   Gaana / Youtube Music / Jio Saavn / SoundCloud.",2020-07-15T20:05:01Z,2025-10-19T00:07:48Z,10945,804,10945,559,65684,Kotlin,"{'key': 'gpl-3.0', 'name': 'GNU General Public License v3.0', 'spdx_id': 'GPL-3.0', 'url': 'https://api.github.com/licenses/gpl-3.0', 'node_id': 'MDc6TGljZW5zZTk='}",True,True,"['album-downloader', 'albums', 'android', 'app', 'desktop', 'gaana', 'gaana-downloader', 'metadata', 'mp3', 'music', 'music-downloader', 'playlist-downloader', 'song-downloader', 'soundcloud', 'spotify', 'spotify-downloader', 'youtube', 'youtube-downloader', 'youtube-music']",2,2,"{'overall_score': 0.595, 'component_scores': {'popularity': 0.936, 'activity': 0.401, 'code_quality': 0.5, 'community': 0.071, 'maintenance': 1.0}, 'quality_tier': 'Average'}"
tisfeng/Easydict,https://github.com/tisfeng/Easydict.git,一个简洁优雅的词典翻译 macOS App。开箱即用，支持离线 OCR 识别，支持有道词典，🍎 苹果系统词典，🍎 苹果系统翻译，OpenAI，Gemini，DeepL，Google，Bing，腾讯，百度，阿里，小牛，彩云和火山翻译。A concise and elegant Dictionary and Translator macOS App for looking up words and translating text. ,2022-11-15T12:41:53Z,2025-10-19T07:45:50Z,10713,544,10713,117,146516,Objective-C,"{'key': 'gpl-3.0', 'name': 'GNU General Public License v3.0', 'spdx_id': 'GPL-3.0', 'url': 'https://api.github.com/licenses/gpl-3.0', 'node_id': 'MDc6TGljZW5zZTk='}",True,False,"['app', 'baidu', 'bing', 'deepl', 'dictionary', 'gemini', 'google', 'macos', 'ocr', 'openai', 'shortcuts', 'tencent', 'translate', 'translator', 'youdao']",2,2,"{'overall_score': 0.591, 'component_scores': {'popularity': 0.922, 'activity': 0.401, 'code_quality': 0.5, 'community': 0.071, 'maintenance': 1.0}, 'quality_tier': 'Average'}"
0x7c13/Notepads,https://github.com/0x7c13/Notepads.git,"A modern, lightweight text editor with a minimalist design.",2019-06-01T01:20:33Z,2025-10-18T21:28:25Z,9641,515,9641,423,40433,C#,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}",True,False,"['app', 'diff-viewer', 'fluent', 'markdown', 'notepad', 'texteditor', 'uwp', 'windows']",2,2,"{'overall_score': 0.59, 'component_scores': {'popularity': 0.918, 'activity': 0.4, 'code_quality': 0.5, 'community': 0.071, 'maintenance': 1.0}, 'quality_tier': 'Average'}"
gao-sun/eul,https://github.com/gao-sun/eul.git,🖥️ macOS status monitoring app written in SwiftUI.,2020-06-26T07:10:17Z,2025-10-18T21:28:38Z,9635,358,9635,68,2216,Swift,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}",True,False,"['app', 'macos', 'monitor', 'monitoring', 'status-monitoring', 'statusbar', 'swiftui']",2,2,"{'overall_score': 0.647, 'component_scores': {'popularity': 0.905, 'activity': 0.401, 'code_quality': 0.8, 'community': 0.071, 'maintenance': 1.0}, 'quality_tier': 'Good'}"
dice2o/BingGPT,https://github.com/dice2o/BingGPT.git,"Desktop application of new Bing's AI-powered chat (Windows, macOS and Linux)",2023-02-16T00:37:19Z,2025-10-17T16:51:04Z,9104,690,9104,241,1657,JavaScript,"{'key': 'apache-2.0', 'name': 'Apache License 2.0', 'spdx_id': 'Apache-2.0', 'url': 'https://api.github.com/licenses/apache-2.0', 'node_id': 'MDc6TGljZW5zZTI='}",False,False,"['ai', 'app', 'bing', 'binggpt', 'chatgpt', 'copilot', 'desktop-app', 'edge', 'electron', 'gpt', 'gpt-4', 'linux', 'macos', 'microsoft', 'new-bing', 'windows']",2,2,"{'overall_score': 0.622, 'component_scores': {'popularity': 0.925, 'activity': 0.4, 'code_quality': 0.8, 'community': 0.071, 'maintenance': 0.8}, 'quality_tier': 'Good'}"
H-M-H/Weylus,https://github.com/H-M-H/Weylus.git,Use your tablet as graphic tablet/touch screen on your computer.,2020-05-01T10:25:33Z,2025-10-19T08:37:21Z,8420,330,8420,125,6041,Rust,"{'key': 'other', 'name': 'Other', 'spdx_id': 'NOASSERTION', 'url': None, 'node_id': 'MDc6TGljZW5zZTA='}",True,False,"['android', 'android-application', 'app', 'browser', 'ffmpeg', 'hardware-acceleration', 'ipados', 'linux', 'multi-touch', 'remote-desktop', 'rust', 'screen-mirroring', 'stylus', 'tablet', 'touch-screen', 'uinput', 'wayland', 'webapp', 'x11', 'xdg-desktop-portal']",2,2,"{'overall_score': 0.6, 'component_scores': {'popularity': 0.895, 'activity': 0.401, 'code_quality': 0.8, 'community': 0.071, 'maintenance': 0.7}, 'quality_tier': 'Average'}"
BasedHardware/omi,https://github.com/BasedHardware/omi.git,"AI wearables. Put it on, speak, transcribe, automatically",2024-03-22T18:12:25Z,2025-10-19T07:48:34Z,7084,1193,7084,260,726795,C,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}",False,True,"['ai', 'app', 'bci', 'c', 'flutter', 'friend', 'mobile', 'necklace', 'nextjs', 'omi', 'personas', 'python', 'smartglasses', 'summary', 'transcription', 'wearable']",2,2,"{'overall_score': 0.594, 'component_scores': {'popularity': 0.931, 'activity': 0.402, 'code_quality': 0.5, 'community': 0.071, 'maintenance': 1.0}, 'quality_tier': 'Average'}"
abuanwar072/Flutter-Responsive-Admin-Panel-or-Dashboard,https://github.com/abuanwar072/Flutter-Responsive-Admin-Panel-or-Dashboard.git,Responsive Admin Panel or Dashboard using Flutter,2021-05-03T05:37:39Z,2025-10-19T02:55:52Z,7041,1991,7041,32,32965,Dart,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}",True,True,"['app', 'dashboard', 'dashboard-templates', 'flutter', 'web']",2,2,"{'overall_score': 0.598, 'component_scores': {'popularity': 0.949, 'activity': 0.401, 'code_quality': 0.5, 'community': 0.071, 'maintenance': 1.0}, 'quality_tier': 'Average'}"
X-PLUG/MobileAgent,https://github.com/X-PLUG/MobileAgent.git, Mobile-Agent: The Powerful GUI Agent Family,2024-01-26T14:17:06Z,2025-10-19T07:59:48Z,6075,604,6075,140,445128,Python,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}",True,True,"['agent', 'android', 'app', 'automation', 'copilot', 'gui', 'mllm', 'mobile', 'mobile-agents', 'multimodal', 'multimodal-agent', 'multimodal-large-language-models']",2,2,"{'overall_score': 0.586, 'component_scores': {'popularity': 0.899, 'activity': 0.402, 'code_quality': 0.5, 'community': 0.071, 'maintenance': 1.0}, 'quality_tier': 'Average'}"
aleksey-hoffman/sigma-file-manager,https://github.com/aleksey-hoffman/sigma-file-manager.git,"""Sigma File Manager"" is a free, open-source, quickly evolving, modern file manager (explorer / browser) app for Windows and Linux.",2021-05-25T12:08:52Z,2025-10-19T03:19:53Z,5026,187,5026,163,296208,C,"{'key': 'other', 'name': 'Other', 'spdx_id': 'NOASSERTION', 'url': None, 'node_id': 'MDc6TGljZW5zZTA='}",True,False,"['app', 'electron', 'electron-app', 'electronjs', 'file-manager', 'filemanager', 'modern-applications', 'vue']",2,2,"{'overall_score': 0.528, 'component_scores': {'popularity': 0.847, 'activity': 0.401, 'code_quality': 0.5, 'community': 0.071, 'maintenance': 0.7}, 'quality_tier': 'Average'}"
easychen/pushdeer,https://github.com/easychen/pushdeer.git,开放源码的无App推送服务，iOS14+扫码即用。亦支持快应用/iOS和Mac客户端、Android客户端、自制设备,2021-12-16T04:16:17Z,2025-10-18T04:37:09Z,4929,500,4929,60,162035,C,"{'key': 'other', 'name': 'Other', 'spdx_id': 'NOASSERTION', 'url': None, 'node_id': 'MDc6TGljZW5zZTA='}",True,False,"['app', 'clip', 'notification-service', 'push']",2,2,"{'overall_score': 0.536, 'component_scores': {'popularity': 0.881, 'activity': 0.4, 'code_quality': 0.5, 'community': 0.071, 'maintenance': 0.7}, 'quality_tier': 'Average'}"
pluwen/awesome-testflight-link,https://github.com/pluwen/awesome-testflight-link.git,Collection of Testflight public app link（iOS/iPad OS/macOS）。,2019-10-16T01:59:09Z,2025-10-19T07:18:47Z,4551,211,4551,2,3248,Python,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}",False,False,"['app', 'collection', 'ios', 'ipad', 'iphone', 'macos', 'testflight']",2,2,"{'overall_score': 0.602, 'component_scores': {'popularity': 0.846, 'activity': 0.4, 'code_quality': 0.8, 'community': 0.071, 'maintenance': 0.8}, 'quality_tier': 'Good'}"
h2oai/wave,https://github.com/h2oai/wave.git,Realtime Web Apps and Dashboards for Python and R,2020-05-16T20:07:18Z,2025-10-19T01:13:49Z,4195,356,4195,221,116631,Python,"{'key': 'apache-2.0', 'name': 'Apache License 2.0', 'spdx_id': 'Apache-2.0', 'url': 'https://api.github.com/licenses/apache-2.0', 'node_id': 'MDc6TGljZW5zZTI='}",False,False,"['app', 'dashboard', 'hacktoberfest', 'python', 'r', 'realtime', 'typescript', 'visualization', 'webapp']",2,2,"{'overall_score': 0.546, 'component_scores': {'popularity': 0.86, 'activity': 0.401, 'code_quality': 0.5, 'community': 0.071, 'maintenance': 0.8}, 'quality_tier': 'Average'}"
wgpsec/ENScan_GO,https://github.com/wgpsec/ENScan_GO.git,一款基于各大企业信息API的工具，解决在遇到的各种针对国内企业信息收集难题。一键收集控股公司ICP备案、APP、小程序、微信公众号等信息聚合导出。支持MCP接入,2022-01-04T14:07:28Z,2025-10-17T12:41:41Z,3968,372,3968,33,3627,Go,"{'key': 'apache-2.0', 'name': 'Apache License 2.0', 'spdx_id': 'Apache-2.0', 'url': 'https://api.github.com/licenses/apache-2.0', 'node_id': 'MDc6TGljZW5zZTI='}",True,False,"['app', 'icp', 'mcp', 'mcp-server', 'redteam', 'redteam-tools']",2,2,"{'overall_score': 0.635, 'component_scores': {'popularity': 0.858, 'activity': 0.399, 'code_quality': 0.8, 'community': 0.071, 'maintenance': 1.0}, 'quality_tier': 'Good'}"
sindresorhus/Plash,https://github.com/sindresorhus/Plash.git,💦 Make any website your Mac desktop wallpaper,2020-01-09T11:26:46Z,2025-10-19T06:12:14Z,3840,147,3840,34,8991,Swift,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}",False,False,"['active-desktop', 'app', 'desktop-wallpaper', 'dynamic-wallpaper', 'macos', 'macos-app', 'plash', 'swift', 'swiftui', 'wallpaper']",2,2,"{'overall_score': 0.597, 'component_scores': {'popularity': 0.824, 'activity': 0.401, 'code_quality': 0.8, 'community': 0.071, 'maintenance': 0.8}, 'quality_tier': 'Average'}"
FooIbar/EhViewer,https://github.com/FooIbar/EhViewer.git,"EhViewer overhauled with Material Design 3 and more, forked from https://github.com/Ehviewer-Overhauled/Ehviewer",2022-11-17T19:24:13Z,2025-10-19T08:43:45Z,3630,212,3630,59,159216,Kotlin,"{'key': 'gpl-3.0', 'name': 'GNU General Public License v3.0', 'spdx_id': 'GPL-3.0', 'url': 'https://api.github.com/licenses/gpl-3.0', 'node_id': 'MDc6TGljZW5zZTk='}",False,False,"['android', 'app', 'e-hentai', 'ehviewer', 'jetpack-compose', 'kotlin', 'material-design']",2,2,"{'overall_score': 0.539, 'component_scores': {'popularity': 0.834, 'activity': 0.401, 'code_quality': 0.5, 'community': 0.071, 'maintenance': 0.8}, 'quality_tier': 'Average'}"
alexgurr/react-coding-challenges,https://github.com/alexgurr/react-coding-challenges.git,A series of ReactJS coding challenges with a variety of difficulties. ,2020-03-10T08:04:51Z,2025-10-18T05:56:38Z,3402,1130,3402,32,2412,SCSS,,False,False,"['app', 'candidates', 'challenge', 'coding-challenges', 'exercises', 'interview', 'interview-practice', 'interviews', 'javascript', 'react', 'react-coding-challenges', 'reactjs']",2,2,"{'overall_score': 0.568, 'component_scores': {'popularity': 0.889, 'activity': 0.399, 'code_quality': 0.8, 'community': 0.071, 'maintenance': 0.5}, 'quality_tier': 'Average'}"
solidSpoon/DashPlayer,https://github.com/solidSpoon/DashPlayer.git,为英语学习者量身打造的视频播放器，助你通过观看视频、沉浸真实语境，轻松提升英语水平。#美剧 #播放器 #听力,2022-11-27T02:13:20Z,2025-10-19T03:47:52Z,3344,215,3344,71,13481,TypeScript,"{'key': 'agpl-3.0', 'name': 'GNU Affero General Public License v3.0', 'spdx_id': 'AGPL-3.0', 'url': 'https://api.github.com/licenses/agpl-3.0', 'node_id': 'MDc6TGljZW5zZTE='}",False,True,"['app', 'bo-fang-qi', 'english', 'gpt', 'learning', 'mei-ju', 'openai', 'player', 'ting-li']",2,2,"{'overall_score': 0.568, 'component_scores': {'popularity': 0.83, 'activity': 0.401, 'code_quality': 0.5, 'community': 0.071, 'maintenance': 1.0}, 'quality_tier': 'Average'}"
rio-labs/rio,https://github.com/rio-labs/rio.git,"WebApps in pure Python. No JavaScript, HTML and CSS needed",2024-04-13T17:24:38Z,2025-10-19T03:33:12Z,3282,127,3282,77,33569,Python,"{'key': 'apache-2.0', 'name': 'Apache License 2.0', 'spdx_id': 'Apache-2.0', 'url': 'https://api.github.com/licenses/apache-2.0', 'node_id': 'MDc6TGljZW5zZTI='}",True,False,"['app', 'crud-application', 'data-analysis', 'data-science', 'data-visualization', 'developer-tools', 'framework', 'gui', 'machine-learning', 'python', 'web']",2,2,"{'overall_score': 0.564, 'component_scores': {'popularity': 0.81, 'activity': 0.402, 'code_quality': 0.5, 'community': 0.071, 'maintenance': 1.0}, 'quality_tier': 'Average'}"
EhViewer-NekoInverter/EhViewer,https://github.com/EhViewer-NekoInverter/EhViewer.git,"🥥 A fork of EhViewer, feature requests are not accepted. Forked from https://gitlab.com/NekoInverter/EhViewer",2022-11-03T15:45:54Z,2025-10-19T08:37:58Z,3257,155,3257,1,111230,Kotlin,"{'key': 'gpl-3.0', 'name': 'GNU General Public License v3.0', 'spdx_id': 'GPL-3.0', 'url': 'https://api.github.com/licenses/gpl-3.0', 'node_id': 'MDc6TGljZW5zZTk='}",False,False,"['android', 'app', 'e-hentai', 'ehviewer', 'exhentai', 'java', 'kotlin']",2,2,"{'overall_score': 0.535, 'component_scores': {'popularity': 0.817, 'activity': 0.401, 'code_quality': 0.5, 'community': 0.071, 'maintenance': 0.8}, 'quality_tier': 'Average'}"
sindresorhus/Actions,https://github.com/sindresorhus/Actions.git,⚙️ Supercharge your shortcuts,2021-11-10T11:33:40Z,2025-10-17T08:40:44Z,2881,132,2881,47,290,,,False,False,"['app', 'automation', 'ios', 'ios-app', 'macos', 'macos-app', 'shortcut-actions', 'shortcuts', 'swift', 'swiftui']",1,2,"{'overall_score': 0.543, 'component_scores': {'popularity': 0.805, 'activity': 0.399, 'code_quality': 0.8, 'community': 0.045, 'maintenance': 0.5}, 'quality_tier': 'Average'}"
macmade/Hot,https://github.com/macmade/Hot.git,Hot is macOS menu bar application that displays the CPU speed limit due to thermal issues.,2020-09-24T19:30:32Z,2025-10-18T15:52:55Z,2786,107,2786,25,14083,Swift,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}",True,False,"['app', 'cpu', 'limit', 'mac', 'macos', 'menubar', 'status', 'thermal', 'throttle', 'throttling']",2,2,"{'overall_score': 0.559, 'component_scores': {'popularity': 0.796, 'activity': 0.399, 'code_quality': 0.5, 'community': 0.071, 'maintenance': 1.0}, 'quality_tier': 'Average'}"
IndieSmiths/nodezator,https://github.com/IndieSmiths/nodezator.git,A generalist Python node editor,2021-10-07T14:33:55Z,2025-10-17T22:14:03Z,2668,122,2668,5,10510,Python,"{'key': 'unlicense', 'name': 'The Unlicense', 'spdx_id': 'Unlicense', 'url': 'https://api.github.com/licenses/unlicense', 'node_id': 'MDc6TGljZW5zZTE1'}",False,False,"['app', 'application', 'desktop', 'desktop-app', 'desktop-application', 'graph', 'gui', 'node-editor', 'nodes', 'open-source', 'public-domain', 'pygame', 'pygame-application', 'pygame-ce', 'python', 'python-node-editor', 'python3', 'unlicense', 'unlicense-license']",2,2,"{'overall_score': 0.53, 'component_scores': {'popularity': 0.798, 'activity': 0.4, 'code_quality': 0.5, 'community': 0.071, 'maintenance': 0.8}, 'quality_tier': 'Average'}"
chrieke/prettymapp,https://github.com/chrieke/prettymapp.git,🖼️ Create beautiful maps from OpenStreetMap data in a streamlit webapp,2021-09-27T15:15:02Z,2025-10-18T03:16:42Z,2622,420,2622,5,39217,Python,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}",False,False,"['app', 'art', 'cartography', 'geography', 'map', 'osm', 'prettymaps', 'streamlit']",2,2,"{'overall_score': 0.541, 'component_scores': {'popularity': 0.84, 'activity': 0.4, 'code_quality': 0.5, 'community': 0.071, 'maintenance': 0.8}, 'quality_tier': 'Average'}"
mayswind/ezbookkeeping,https://github.com/mayswind/ezbookkeeping.git,"A lightweight, self-hosted personal finance app with a user-friendly interface and powerful bookkeeping features.",2020-10-17T08:54:02Z,2025-10-19T06:51:56Z,2537,251,2537,14,14427,Go,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}",True,False,"['accounting', 'app', 'bookkeeping', 'docker', 'expense-manager', 'expense-tracker', 'expenses', 'finance', 'finance-management', 'finances', 'financial', 'golang', 'homelab', 'mobile', 'money', 'money-manager', 'personal-finance', 'self-hosted', 'typescript', 'vue']",2,2,"{'overall_score': 0.566, 'component_scores': {'popularity': 0.82, 'activity': 0.401, 'code_quality': 0.5, 'community': 0.071, 'maintenance': 1.0}, 'quality_tier': 'Average'}"
cunarist/rinf,https://github.com/cunarist/rinf.git,"Rust for native business logic, Flutter for flexible and beautiful GUI",2023-02-15T14:47:18Z,2025-10-18T00:56:22Z,2480,97,2480,19,24682,Rust,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}",False,False,"['android', 'app', 'cross-platform', 'dart', 'ffi', 'flutter', 'gui', 'ios', 'linux', 'macos', 'production-ready', 'restful-api', 'rust', 'web', 'windows']",2,2,"{'overall_score': 0.527, 'component_scores': {'popularity': 0.786, 'activity': 0.4, 'code_quality': 0.5, 'community': 0.071, 'maintenance': 0.8}, 'quality_tier': 'Average'}"
GDQuest/learn-gdscript,https://github.com/GDQuest/learn-gdscript.git,"Learn Godot's GDScript programming language from zero, right in your browser, for free.",2021-05-10T21:07:59Z,2025-10-18T23:02:14Z,2446,198,2446,220,130321,GDScript,"{'key': 'other', 'name': 'Other', 'spdx_id': 'NOASSERTION', 'url': None, 'node_id': 'MDc6TGljZW5zZTA='}",False,True,"['app', 'education', 'game-development', 'gdscript', 'godot', 'hacktoberfest', 'html5']",2,2,"{'overall_score': 0.518, 'component_scores': {'popularity': 0.81, 'activity': 0.401, 'code_quality': 0.5, 'community': 0.071, 'maintenance': 0.7}, 'quality_tier': 'Average'}"
papra-hq/papra,https://github.com/papra-hq/papra.git,The minimalistic document archiving platform.,2025-01-01T15:55:20Z,2025-10-18T21:42:14Z,2424,129,2424,79,8066,TypeScript,"{'key': 'agpl-3.0', 'name': 'GNU Affero General Public License v3.0', 'spdx_id': 'AGPL-3.0', 'url': 'https://api.github.com/licenses/agpl-3.0', 'node_id': 'MDc6TGljZW5zZTE='}",False,False,"['app', 'archive', 'document', 'documents', 'self-hosted']",2,2,"{'overall_score': 0.59, 'component_scores': {'popularity': 0.795, 'activity': 0.404, 'code_quality': 0.8, 'community': 0.071, 'maintenance': 0.8}, 'quality_tier': 'Average'}"
